id,title_info_primary_tsi,date_start_dtsi,date_start_tsim,subject_bbox_geospatial,subject_geojson_facet_ssim,filenames_ssim,exemplary_image_ssi
commonwealth:0r96fp39v,Plan of the city of Boston,1832-01-01T00:00:00Z,1832,"ENVELOPE(-71.072\, -71.047\, 42.37\, 42.341)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.05\,42.35]}\,""properties"":{""placename"":""Boston\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.072\,42.341]\,[-71.047\,42.341]\,[-71.047\,42.37]\,[-71.072\,42.37]\,[-71.072\,42.341]]]}\,""bbox"":[-71.072\,42.341\,-71.047\,42.37]}",06_01_016066,commonwealth:0r96fp40m
commonwealth:x059cd711,"Map of Genesee County, New York",1854-01-01T00:00:00Z,1854,"ENVELOPE(-78.47\, -77.9\, 43.13\, 42.86)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-78.1833\,43.0]}\,""properties"":{""placename"":""Genesee (county)\, NY""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-78.47\,42.86]\,[-77.9\,42.86]\,[-77.9\,43.13]\,[-78.47\,43.13]\,[-78.47\,42.86]]]}\,""bbox"":[-78.47\,42.86\,-77.9\,43.13]}",06_01_010643,commonwealth:x059cd729
commonwealth:cj82kk621,"Post route map of the states of Oregon and Washington with adjacent states of Idaho, Nevada, California and British Columbia",1895-01-01T00:00:00Z,1895,"ENVELOPE(-125.63104215321246\, -115.43523472408903\, 50.41413120787603\, 41.29774643270285)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-120.0\,44.0]}\,""properties"":{""placename"":""Oregon""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-120.0\,47.0]}\,""properties"":{""placename"":""Washington""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-125.63104215321246\,41.29774643270285]\,[-115.43523472408903\,41.29774643270285]\,[-115.43523472408903\,50.41413120787603]\,[-125.63104215321246\,50.41413120787603]\,[-125.63104215321246\,41.29774643270285]]]}\,""bbox"":[-125.63104215321246\,41.29774643270285\,-115.43523472408903\,50.41413120787603]}",06_01_009024,commonwealth:cj82kk639
commonwealth:7h149v22p,"How the public domain has been squandered, map showing the 139,403,026 acres of the people's land - equal to 871,268 farms of 160 acres each, worth at $2 an acre, $278,806,052, given by Republican congresses to railroad corporations ; this is more land than is contained in New York, New Jersey, Pennsylvania, Ohio, and Indiana",1884-01-01T00:00:00Z,1884,"ENVELOPE(-119.0\, -71.0\, 47.0\, 23.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-119.0\,23.0]\,[-71.0\,23.0]\,[-71.0\,47.0]\,[-119.0\,47.0]\,[-119.0\,23.0]]]}\,""bbox"":[-119.0\,23.0\,-71.0\,47.0]}",06_01_008332,commonwealth:7h149v23z
commonwealth:4m90f5929,Richmond and its defences,1863-01-01T00:00:00Z,1863,"ENVELOPE(-77.52\, -77.34\, 37.63\, 37.44)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-77.45\,37.55]}\,""properties"":{""placename"":""Richmond\, VA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-77.52\,37.44]\,[-77.34\,37.44]\,[-77.34\,37.63]\,[-77.52\,37.63]\,[-77.52\,37.44]]]}\,""bbox"":[-77.52\,37.44\,-77.34\,37.63]}",06_01_010993,commonwealth:4m90f593k
commonwealth:cj82m485t,Paraquaria vulgo Paraguay,1670-01-01T00:00:00Z,1670,"ENVELOPE(-70.0\, -42.0\, -15.0\, -37.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-56.683\,-3.55]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-70.0\,-37.0]\,[-42.0\,-37.0]\,[-42.0\,-15.0]\,[-70.0\,-15.0]\,[-70.0\,-37.0]]]}\,""bbox"":[-70.0\,-37.0\,-42.0\,-15.0]}",06_01_010237,commonwealth:cj82m4863
commonwealth:cj82kp425,Novissima et accuratissima archiepiscopatus et electoratus Coloniensis ducatuum Iuliacensis et Montensis et Meursiae comitatus tabula,1680-01-01T00:00:00Z,1680,"ENVELOPE(5.36\, 8.0\, 51.42\, 50.22)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[7.0\,51.0]}\,""properties"":{""placename"":""North Rhine-Westphalia\, Germany""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[5.36\,50.22]\,[8.0\,50.22]\,[8.0\,51.42]\,[5.36\,51.42]\,[5.36\,50.22]]]}\,""bbox"":[5.36\,50.22\,8.0\,51.42]}",06_01_009224,commonwealth:cj82kp43f
commonwealth:3f462s922,A chart of the coast of America from New found Land to Cape Cod,1675-01-01T00:00:00Z,1675,"ENVELOPE(-37.0\, -50.0\, 53.0\, 40.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-63.5\,46.3333]}\,""properties"":{""placename"":""Prince Edward Island""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-37.0\,40.0]\,[310.0\,40.0]\,[310.0\,53.0]\,[-37.0\,53.0]\,[-37.0\,40.0]]]}\,""bbox"":[-37.0\,40.0\,-50.0\,53.0]}",06_01_001225,commonwealth:3f463b790
commonwealth:1257bt078,"Outline & index map of South Boston, wards 13, 14, & 15, and part of 16, city of Boston",1910-01-01T00:00:00Z,1910,"ENVELOPE(-71.0727678085897\, -71.0021308226308\, 42.3610472326207\, 42.32081213626697)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.05\,42.3333]}\,""properties"":{""placename"":""South Boston\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.0727678085897\,42.32081213626697]\,[-71.0021308226308\,42.32081213626697]\,[-71.0021308226308\,42.3610472326207]\,[-71.0727678085897\,42.3610472326207]\,[-71.0727678085897\,42.32081213626697]]]}\,""bbox"":[-71.0727678085897\,42.32081213626697\,-71.0021308226308\,42.3610472326207]}",06_01_013480,commonwealth:1257bt08j
commonwealth:kk91fr72v,Colton's map of the seat of war in Virginia,1862-01-01T00:00:00Z,1862,"ENVELOPE(-79.0\, -76.0\, 39.0\, 36.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.0\,37.0]}\,""properties"":{""placename"":""Virginia""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.0\,35.5]}\,""properties"":{""placename"":""North Carolina""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-79.0\,36.0]\,[-76.0\,36.0]\,[-76.0\,39.0]\,[-79.0\,39.0]\,[-79.0\,36.0]]]}\,""bbox"":[-79.0\,36.0\,-76.0\,39.0]}",06_01_007385,commonwealth:kk91fr734
commonwealth:2514p106c,"Vermont, from actual survey",1824-01-01T00:00:00Z,1824,"ENVELOPE(-73.75\, -71.75\, 45.0\, 42.75)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-73.0\,44.0]}\,""properties"":{""placename"":""Vermont""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-73.75\,42.75]\,[-71.75\,42.75]\,[-71.75\,45.0]\,[-73.75\,45.0]\,[-73.75\,42.75]]]}\,""bbox"":[-73.75\,42.75\,-71.75\,45.0]}",06_01_005961,commonwealth:2514p107n
commonwealth:4m90f431c,"This plan contains about 1000 acres, of the Canton Company's Land",1835-01-01T00:00:00Z,1835,"ENVELOPE(-76.594\, -76.554\, 39.288\, 39.2565)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.6\,39.2833]}\,""properties"":{""placename"":""Baltimore\, MD""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.5667\,39.2667]}\,""properties"":{""placename"":""Canton\, MD""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-76.594\,39.2565]\,[-76.554\,39.2565]\,[-76.554\,39.288]\,[-76.594\,39.288]\,[-76.594\,39.2565]]]}\,""bbox"":[-76.594\,39.2565\,-76.554\,39.288]}",06_01_010865,commonwealth:4m90f432n
commonwealth:cj82kj77f,"Post route map of the State of Louisiana with adjacent parts of Mississippi, Arkansas, and Texas showing post offices with the intermediate distances and mail routes in operation on the 1st. of October 1891",1891-01-01T00:00:00Z,1891,"ENVELOPE(-95.73550835804498\, -87.18822603414485\, 33.588881560029854\, 28.429683036980613)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-92.0\,31.0]}\,""properties"":{""placename"":""Louisiana""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-95.73550835804498\,28.429683036980613]\,[-87.18822603414485\,28.429683036980613]\,[-87.18822603414485\,33.588881560029854]\,[-95.73550835804498\,33.588881560029854]\,[-95.73550835804498\,28.429683036980613]]]}\,""bbox"":[-95.73550835804498\,28.429683036980613\,-87.18822603414485\,33.588881560029854]}",06_01_009002,commonwealth:cj82kj78q
commonwealth:6108vv52m,PLAN of the FORT in TIENDEROGA and Environs at the head of LAKE CHAMPLAIN November 1759,1759-01-01T00:00:00Z,1759,"ENVELOPE(-73.415\, -73.365833\, 43.852778\, 43.8275)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-73.3833\,43.8333]}\,""properties"":{""placename"":""Fort Ticonderoga (transport point)\, NY""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-73.415\,43.8275]\,[-73.365833\,43.8275]\,[-73.365833\,43.852778]\,[-73.415\,43.852778]\,[-73.415\,43.8275]]]}\,""bbox"":[-73.415\,43.8275\,-73.365833\,43.852778]}",add_ms_33231_nn_4,commonwealth:6108vv53w
commonwealth:dz010v79t,"Amérique septentrionale avec les routes, distances en miles, limites et etablissements françois et anglois",1756-01-01T00:00:00Z,1756,"ENVELOPE(-106.0\, -52.0\, 52.0\, 28.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-104.466\,58.166]}\,""properties"":{""placename"":""North America""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-106.0\,28.0]\,[-52.0\,28.0]\,[-52.0\,52.0]\,[-106.0\,52.0]\,[-106.0\,28.0]]]}\,""bbox"":[-106.0\,28.0\,-52.0\,52.0]}",06_01_008546,commonwealth:dz010v80k
commonwealth:m900r677w,Atlas of the city of Boston : city proper,1888-01-01T00:00:00Z,1888,"ENVELOPE(-71.08267870680666\, -71.07548426605648\, 42.35052899598749\, 42.34612902667914)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.08267870680666\,42.34612902667914]\,[-71.07548426605648\,42.34612902667914]\,[-71.07548426605648\,42.35052899598749]\,[-71.08267870680666\,42.35052899598749]\,[-71.08267870680666\,42.34612902667914]]]}\,""bbox"":[-71.08267870680666\,42.34612902667914\,-71.07548426605648\,42.35052899598749]},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.0833\,42.35]}\,""properties"":{""placename"":""Back Bay\, MA""}}",06_01_012830,commonwealth:m900rf00q
commonwealth:hx11z585s,"A Mappe of Colonel Römers Voyage to ye: 5 Indian nations going from New Yorck to Albany thence west to ye 3 Macquas Castle and from ye: last Castle called Daganhoge W:S:W towards Onyades a Second nation, and thence to ye Onondages the third nation, & there I was Stoped & could not proced any forther for some important reassons & obliged to go from Onondages to ye Lake of Cananda down Cananda River till we met Onnondages River & Osweges Riv: from whence we were to returne towards Onnondages having no provision & thence to Ononyedes & from thence to ye carring place wood kill & Bever kill & so to Oneyades agin & thence to Albany as it is set forth with read pricked lines",1700-01-01T00:00:00Z,1700,"ENVELOPE(-79.966666\, -75.45\, 44.26666\, 42.81666)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-78.0\,43.666]}\,""properties"":{""placename"":""Ontario\, Lake""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.0\,43.0]}\,""properties"":{""placename"":""New York""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-79.966666\,42.81666]\,[-75.45\,42.81666]\,[-75.45\,44.26666]\,[-79.966666\,44.26666]\,[-79.966666\,42.81666]]]}\,""bbox"":[-79.966666\,42.81666\,-75.45\,44.26666]}",k_top_121_10,commonwealth:hx11z5862
commonwealth:q524n515r,Jamaica,1768-01-01T00:00:00Z,1768,"ENVELOPE(-78.4\, -76.15\, 18.55\, 17.7)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-77.5\,18.25]}\,""properties"":{""placename"":""Jamaica""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-78.4\,17.7]\,[-76.15\,17.7]\,[-76.15\,18.55]\,[-78.4\,18.55]\,[-78.4\,17.7]]]}\,""bbox"":[-78.4\,17.7\,-76.15\,18.55]}",4000137_0098,commonwealth:q524n5161
commonwealth:z603vt19s,Carte du Canada et des Etats-Unis de l'Amérique Septentrionale,1778-01-01T00:00:00Z,1778,"ENVELOPE(-93.0\, -57.0\, 52.0\, 36.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-96.0\,60.0]}\,""properties"":{""placename"":""Canada""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-93.0\,36.0]\,[-57.0\,36.0]\,[-57.0\,52.0]\,[-93.0\,52.0]\,[-93.0\,36.0]]]}\,""bbox"":[-93.0\,36.0\,-57.0\,52.0]}",06_01_008530,commonwealth:z603vt20j
commonwealth:z603vg34t,"The States of Maryland and Delaware, from the latest surveys",1796-01-01T00:00:00Z,1796,"ENVELOPE(-79.48333\, -75.03333\, 39.85\, 37.88333)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.6667\,39.0]}\,""properties"":{""placename"":""Delaware""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-76.8333\,39.0]}\,""properties"":{""placename"":""Maryland""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-79.48333\,37.88333]\,[-75.03333\,37.88333]\,[-75.03333\,39.85]\,[-79.48333\,39.85]\,[-79.48333\,37.88333]]]}\,""bbox"":[-79.48333\,37.88333\,-75.03333\,39.85]}",476383_0001,commonwealth:6108vt03g
commonwealth:z603vg638,North Carolina form the best authorities. 1800,1800-01-01T00:00:00Z,1800,"ENVELOPE(-84.31666\, -75.4\, 36.58333\, 33.75)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-80.0\,35.5]}\,""properties"":{""placename"":""North Carolina""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-84.31666\,33.75]\,[-75.4\,33.75]\,[-75.4\,36.58333]\,[-84.31666\,36.58333]\,[-84.31666\,33.75]]]}\,""bbox"":[-84.31666\,33.75\,-75.4\,36.58333]}",476656_0001,commonwealth:6108vt30c
commonwealth:z603vv01j,"The coast of a part of New England, New York, New Jersey, Pensilvania, Maryland, Virginia, and part of North Carolina &c. with the banks, roks, soundings, shoals, currents, & nautical remarks, composed from a great number of actual surveys and other materials",1784-01-01T00:00:00Z,1784,"ENVELOPE(-77.85\, -61.0\, 43.0\, 34.85)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-77.85\,34.85]\,[-61.0\,34.85]\,[-61.0\,43.0]\,[-77.85\,43.0]\,[-77.85\,34.85]]]}\,""bbox"":[-77.85\,34.85\,-61.0\,43.0]}",06_01_009615,commonwealth:8w32rc06c
commonwealth:cj82kq766,"Norvegia regnum divisum in suos dioeceses Nidrosiensem, Bergensem, Opsloensem, et Stavangriensem et praefecturam Bahusiae quae et sont subdivisae in in caeteras partes, minores",1680-01-01T00:00:00Z,1680,"ENVELOPE(3.35\, 13.5\, 63.54\, 57.37)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[10.0\,62.0]}\,""properties"":{""placename"":""Norway""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[3.35\,57.37]\,[13.5\,57.37]\,[13.5\,63.54]\,[3.35\,63.54]\,[3.35\,57.37]]]}\,""bbox"":[3.35\,57.37\,13.5\,63.54]}",06_01_009393,commonwealth:cj82kq77g
commonwealth:7h14b391q,"Terra di Lavoro, olim Campania felix",1662-01-01T00:00:00Z,1662,"ENVELOPE(12.52\, 14.46\, 41.48\, 40.42)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[14.5\,42.0]}\,""properties"":{""placename"":""Latian\, Italy""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[12.52\,40.42]\,[14.46\,40.42]\,[14.46\,41.48]\,[12.52\,41.48]\,[12.52\,40.42]]]}\,""bbox"":[12.52\,40.42\,14.46\,41.48]}",06_01_008775,commonwealth:7h14b3920
commonwealth:3f462w59n,Bowles's new pocket map of the most inhabited part of New England,1776-01-01T00:00:00Z,1776,"ENVELOPE(-74.25\, -69.25\, 44.5\, 40.25)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.8333\,42.25]}\,""properties"":{""placename"":""Massachusetts""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-74.25\,40.25]\,[-69.25\,40.25]\,[-69.25\,44.5]\,[-74.25\,44.5]\,[-74.25\,40.25]]]}\,""bbox"":[-74.25\,40.25\,-69.25\,44.5]}",06_01_001213,commonwealth:3f462w60d
commonwealth:3f463069p,Louisiana,1806-01-01T00:00:00Z,1806,"ENVELOPE(-140.0\, -78.0\, 61.0\, 24.0)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-140.0\,24.0]\,[-78.0\,24.0]\,[-78.0\,61.0]\,[-140.0\,61.0]\,[-140.0\,24.0]]]}\,""bbox"":[-140.0\,24.0\,-78.0\,61.0]}",06_01_004687,commonwealth:3f463070f
commonwealth:3f463996f,France,1868-01-01T00:00:00Z,1868,"ENVELOPE(-4.95\, 8.6\, 51.2\, 42.2)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[2.0\,46.0]}\,""properties"":{""placename"":""France""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-4.95\,42.2]\,[8.6\,42.2]\,[8.6\,51.2]\,[-4.95\,51.2]\,[-4.95\,42.2]]]}\,""bbox"":[-4.95\,42.2\,8.6\,51.2]}",06_01_009433,commonwealth:3f463997q
commonwealth:3f463077c,Province of Maine,1806-01-01T00:00:00Z,1806,"ENVELOPE(-71.25\, -66.75\, 48.0\, 43.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-69.0\,45.0]}\,""properties"":{""placename"":""Maine""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.25\,43.0]\,[-66.75\,43.0]\,[-66.75\,48.0]\,[-71.25\,48.0]\,[-71.25\,43.0]]]}\,""bbox"":[-71.25\,43.0\,-66.75\,48.0]}",06_01_004671,commonwealth:3f463078n
commonwealth:st74cx52z,[The World],1511-01-01T00:00:00Z,1511,"ENVELOPE(0.0\, 180.0\, 60.0\, -10.0)","{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[0.0\,-10.0]\,[180.0\,-10.0]\,[180.0\,60.0]\,[0.0\,60.0]\,[0.0\,-10.0]]]}\,""bbox"":[0.0\,-10.0\,180.0\,60.0]}",06_01_007940,commonwealth:st74cx537
commonwealth:ht250262g,"Demminvm a fœderatum Casareanorum, et Brandeburgentium exercitibus d. 15 Octob. A. 1659 obseßum et 4. Nouemb. deditione captum",1696-01-01T00:00:00Z,1696,"ENVELOPE(13.015\, 13.08\, 53.92\, 53.89)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[13.033333\,53.9]}\,""properties"":{""placename"":""Demmin\, Germany""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[13.015\,53.89]\,[13.08\,53.89]\,[13.08\,53.92]\,[13.015\,53.92]\,[13.015\,53.89]]]}\,""bbox"":[13.015\,53.89\,13.08\,53.92]}",06_01_016440,commonwealth:ht250263r
commonwealth:ht250124v,"Insurance map of Chicago, 1868-9",1869-01-01T00:00:00Z,1869,"ENVELOPE(-87.635608\, -87.629579\, 41.893332\, 41.889898)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-87.65\,41.85]}\,""properties"":{""placename"":""Chicago\, IL""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-87.635608\,41.889898]\,[-87.629579\,41.889898]\,[-87.629579\,41.893332]\,[-87.635608\,41.893332]\,[-87.635608\,41.889898]]]}\,""bbox"":[-87.635608\,41.889898\,-87.629579\,41.893332]}",06_01_016219,commonwealth:ht2501254
commonwealth:8049g937v,"Carte generale des treize Etats Unis, de l'Amerique septentrionale",1782-01-01T00:00:00Z,1782,"ENVELOPE(-96.0\, -52.0\, 53.0\, 28.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-96.0\,28.0]\,[-52.0\,28.0]\,[-52.0\,53.0]\,[-96.0\,53.0]\,[-96.0\,28.0]]]}\,""bbox"":[-96.0\,28.0\,-52.0\,53.0]}",06_01_009608,commonwealth:8049g9384
commonwealth:z603vt291,"To the rt. honble. the Earl of Halifax, first lord commissioner of trade & plantations, &c &c this chart of Chibucto Harbour, on the coast of Accadia, or Nova Scotia, with the plan of the town of Halifax",1750-01-01T00:00:00Z,1750,"ENVELOPE(-63.4041\, -63.3007\, 44.4403\, 44.3554)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-63.5833\,44.6333]}\,""properties"":{""placename"":""Halifax\, Nova Scotia""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-63.4041\,44.3554]\,[-63.3007\,44.3554]\,[-63.3007\,44.4403]\,[-63.4041\,44.4403]\,[-63.4041\,44.3554]]]}\,""bbox"":[-63.4041\,44.3554\,-63.3007\,44.4403]}",06_01_008535,commonwealth:z603vt30s
commonwealth:1257br71w,"Atlas of the city of Boston, Boston proper and Back Bay",1908-01-01T00:00:00Z,1908,"ENVELOPE(-71.06766090056134\, -71.05588203507095\, 42.36215692391719\, 42.354352683995195)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.05\,42.35]}\,""properties"":{""placename"":""Boston\, MA""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.062089\,42.359119]}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-71.06766090056134\,42.354352683995195]\,[-71.05588203507095\,42.354352683995195]\,[-71.05588203507095\,42.36215692391719]\,[-71.06766090056134\,42.36215692391719]\,[-71.06766090056134\,42.354352683995195]]]}\,""bbox"":[-71.06766090056134\,42.354352683995195\,-71.05588203507095\,42.36215692391719]}",06_01_013412,commonwealth:1257br725
commonwealth:cj82m379g,"Carta particolare del' mare Occeani dal' isole d'Asores di Flores, e coruo sin alla tierra nuoua in America",1647-01-01T00:00:00Z,1647,"ENVELOPE(-53.0\, -24.0\, 49.0\, 34.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-56.0\,52.0]}\,""properties"":{""placename"":""Newfoundland and Labrador""}},{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-28.0\,38.5]}\,""properties"":{""placename"":""Azores\, Portugal""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-53.0\,34.0]\,[-24.0\,34.0]\,[-24.0\,49.0]\,[-53.0\,49.0]\,[-53.0\,34.0]]]}\,""bbox"":[-53.0\,34.0\,-24.0\,49.0]}",06_01_010165,commonwealth:cj82m3807
commonwealth:cj82kr291,Groninga Dominium,1630-01-01T00:00:00Z,1630,"ENVELOPE(6.05\, 7.24\, 53.37\, 53.02)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[6.75\,53.25]}\,""properties"":{""placename"":""Groningen\, Netherlands""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[6.05\,53.02]\,[7.24\,53.02]\,[7.24\,53.37]\,[6.05\,53.37]\,[6.05\,53.02]]]}\,""bbox"":[6.05\,53.02\,7.24\,53.37]}",06_01_009464,commonwealth:cj82kr30s
commonwealth:4m90fm008,Mapa comercial de la República de Chile,1917-01-01T00:00:00Z,1917,"ENVELOPE(-75.91201819394632\, -62.991671387426024\, -24.101636735969958\, -39.92190849362666)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-71.0\,-30.0]}\,""properties"":{""placename"":""Chile""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-75.91201819394632\,-39.92190849362666]\,[-62.991671387426024\,-39.92190849362666]\,[-62.991671387426024\,-24.101636735969958]\,[-75.91201819394632\,-24.101636735969958]\,[-75.91201819394632\,-39.92190849362666]]]}\,""bbox"":[-75.91201819394632\,-39.92190849362666\,-62.991671387426024\,-24.101636735969958]}",06_01_011997,commonwealth:4m90fm01j
commonwealth:z603vt76d,"Plan of the situation of the American & British armies, June 15st 1777",1777-01-01T00:00:00Z,1777,"ENVELOPE(-74.8\, -74.15\, 40.7\, 40.45)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-75.0\,40.0]}\,""properties"":{""placename"":""New Jersey""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-74.8\,40.45]\,[-74.15\,40.45]\,[-74.15\,40.7]\,[-74.8\,40.7]\,[-74.8\,40.45]]]}\,""bbox"":[-74.8\,40.45\,-74.15\,40.7]}",06_01_009573,commonwealth:z603vt77p
commonwealth:z603vr84p,"The United States of America with the British possessions of Canada, Nova Scotia, & of Newfoundland, divided with the French",1783-01-01T00:00:00Z,1783,"ENVELOPE(-93.0\, -51.0\, 52.0\, 28.0)","{""type"":""Feature""\,""geometry"":{""type"":""Point""\,""coordinates"":[-98.0\,38.0]}\,""properties"":{""placename"":""United States""}},{""type"":""Feature""\,""geometry"":{""type"":""Polygon""\,""coordinates"":[[[-93.0\,28.0]\,[-51.0\,28.0]\,[-51.0\,52.0]\,[-93.0\,52.0]\,[-93.0\,28.0]]]}\,""bbox"":[-93.0\,28.0\,-51.0\,52.0]}",06_01_008241,commonwealth:z603vr85z
